,ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
147,0L2ndtt60Q8,30,40,"/m/04rlf,/t/dd00006","['sound effects', 'chipmunk vocal', 'hamster', 'electronic music', 'comedy', 'parody', 'funny', 'high-pitch']",This is a parody of an electronic music song with a chipmunk vocal effect. There is an edited version of the original track playing in the background that is transposed to a very high pitch.,9,False,True
149,0LE6Ll1rVlg,30,40,"/m/04rlf,/m/06j6l,/t/dd00035","['rock', 'passionate male vocal', 'harmonizing male vocals', 'wide electric guitar melody', 'groovy bass', 'punchy kick', 'punchy snare', 'shimmering cymbals', 'energetic', 'addictive']","The Rock song features a passionate male vocal, alongside harmonizing male vocals, singing over wide electric guitar melody, groovy bass guitar, punchy kick and snare hits and some shimmering cymbals. It sounds energetic and kind of addictive thanks to those harmonizing vocals - like something you would hear on a radio during the 00s.",4,False,True
150,0LLlcPiatiU,210,220,"/m/04rlf,/m/07bjf","['song fade', 'instrumental music', 'camera flash sounds', 'end credits music background', 'camera clicking tones', 'hip hop music', 'male singer', 'medium tempo', 'horns playing', 'fanfare', 'keyboard arpeggiated tones', 'slick drumming rhythm', 'groovy bass line', 'song ending', 'siren tones', 'exciting', 'spirited', 'party mood', 'dancing groove', 'hip hop', 'dance rhythm']","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones. The song is followed by camera flash and click tones. The song is exciting with a lot of fanfare. The song is fading with the end credits superimposed with camera flash tones.",1,False,True
152,0MzrXd8CUCg,30,40,"/m/04fq5q,/m/04rlf","['wide resonating woodwind melody', 'noisy', 'audio crackles', 'loud', 'harsh', 'low quality']","The low quality recording features a wide resonating woodwind melody. The recording is loud, noisy with some crackles and it sounds harsh.",4,False,True
156,0OY8XXZ98rw,30,40,"/m/04rlf,/t/dd00003,/t/dd00006","['metal', 'double pedal kick', 'punchy snare', 'shimmering cymbals', 'distorted flat male vocal', 'wide aggressive electric guitar riff', 'distorted bass guitar', 'energetic', 'aggressive', 'distorted', 'manic']","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals. It sounds energetic, aggressive and manic - like something you would go into a mosh pit for.",4,False,True
157,0OYlHvyfNk4,130,140,"/m/015y_n,/m/0164x2,/m/02x8m,/m/04rlf,/m/06rqw,/m/0g293","['ska', 'acoustic guitars', 'shaker', 'e-bass', 'acoustic drums', 'male voice singing/rapping', 'male backing voices', 'uptempo']",This song sounds lightly uplifting. An e-bass is playing a repeating melody along with a guitar playing an almost melody at a higher key. Another acoustic guitar is strumming chords. The male voice is singing almost rapping/talking while backing voices are singing repeating the melody and phrases. This song may be playing outside on a bike on a sunny day.,6,False,True
159,0Olm321vgk8,30,40,"/m/04rlf,/t/dd00003","['low quality', 'r&b/soul', 'passionate echoing male vocal', 'punchy kick', 'punchy snare', 'electric guitar arpeggiated melody', 'fat bass guitar', 'people chattering', 'reverberant', 'live performance']","The Low Quality recording features r&b/soul songs sung by passionate male vocalists over fat bass guitar, punchy kick and snare hits and arpeggiated electric guitar melody. There are also some chattering voices in the background, it sounds like it is a live performance.",4,False,True
160,0PMFAO4TIU4,30,40,"/m/03_d0,/m/04rlf","['new ethiopian music', 'digital drums', 'male voice sample', 'accordion-like sound', 'e-bass', 'medium tempo', 'uplifting energy']",A digital drum is playing a simple beat along with some percussive sounds. A bass is playing the same melody as the accordion-like instrument. A male voice is shouting little phrases. This song may be playing a country having a traditional dance.,6,True,True
165,0RcMzUdXDRQ,30,40,"/m/03_d0,/m/04rlf,/m/0ggx5q","[""children's song"", 'female vocal', 'acoustic guitar', 'electric guitar', 'bass guitar', 'acoustic guitar', 'repeated theme', 'acoustic drums', 'simple', 'easygoing', 'playful', 'medium tempo']",This is a song for children. The song is in major key as is usual with almost all kids songs. There is a female vocalist in the lead. The melody is being played by an acoustic guitar while a bass guitar plays a simple bass line. The electric guitar is playing delayed notes for texture. The acoustic drums are playing a basic medium tempo beat in the rhythmic background. The atmosphere is easygoing. This piece could be used during activities in a kindergarten.,9,False,True
169,0SNhAKyXtC8,30,40,"/m/02p0sh1,/m/04rlf","['oriental', 'harp', 'low and high frequencies', 'medium tempo']","Someone is playing a harp making use of the full register. A bassline, a melody is the mid range and high repetitive note. The whole composition sounds oriental due to a lot of half notes. This song may be playing at a live concert.",6,False,True
170,0SnjS2w_c80,520,530,"/m/02bxd,/m/04rlf","['alternative', 'vocoder', 'keyboard', 'acoustic drums', 'unique', 'trippy']",This is an alternative music piece used as an outro jingle for a food channel. The vocals are being sung with a vocoder. There is a keyboard playing in the melodic background. A simple acoustic drum beat can be heard playing the rhythm. The atmosphere is trippy.,9,False,True
172,0TiEO149Ydc,30,40,"/m/03_d0,/m/04rlf","['low quality', 'noisy', 'alternative/indie', 'wooden percussive element', 'acoustic guitar strummed chord', 'passionate female vocal', 'emotional', 'passionate', 'live performance', 'unbalanced stereo image']",The low quality recording features a live performance of an Alternative/Indie song and it consists of passionate female vocal singing over acoustic guitar strummed chord and wooden percussive element. The recording is noisy and the vocal is slightly moving throughout the stereo image making it unbalanced. It sounds passionate and emotional.,4,False,True
173,0Ubu4BqSWmU,30,40,"/m/04rlf,/t/dd00034","['male singer', 'slow tempo', 'funky bass lines', 'intense drumming', 'synthesiser arrangements', 'vocal backup', 'hip-hop', 'rap', 'pop rap', 'hip-hop hits', 'disco rap', 'rhythmic speech', 'story telling', 'passionate', 'emotional', 'persuasive', 'compelling', 'engaging', 'persuasive', 'youthful']","A male vocalist sings this mellow rap. The tempo is medium with a groovy bass line, keyboard harmony , slick drumming and vocal backup. The song is youthful, story telling, passionate, impactful, compelling and engaging. This song is contemporary Hip-Hop/Rap.",7,False,True
174,0VjPCd62oKg,100,110,"/m/04rlf,/m/09ddx","['instrumental', 'sound of water', 'water splashing', 'mind stimulating', 'songs for toddlers', 'kindergarten', 'songs for toddlers', 'animal sounds', 'learning about animals', 'duck song', 'ducks', 'song end', 'animated song', 'children’s music', 'children’s song', 'educational', 'learning', 'ducks quacking']","This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. This song sounds like a Children’s Nursery rhyme about ducks or animals , animal sounds or swimming. It intends to make learning fun and simple.",7,False,True
178,0XxinBtKouQ,30,40,"/m/018j2,/m/01lyv,/m/04rlf,/m/07sbbz2,/m/0gg8l","['male vocalists', 'fast tempo', 'cheerful', 'happy', 'acoustic guitar', 'vigorous banjo', 'auto harp', 'mandolin', 'ambient noises', 'clapping', 'cheering', 'people talking', 'live performance', 'gig', 'concert', 'cheering', 'country music', 'country folk music', 'bluegrass', 'inferior audio quality', 'amateur recording', 'lively', 'spirited', 'enthusiastic', 'vivacious', 'youthful', 'happy', 'celebratory', 'festive']","A group of male vocalists sing this happy, upbeat country /bluegrass song. The tempo is fast with vigorous and animated acoustic guitar, banjo, mandolin and auto harp lead and harmony. The song is a live performance with ambient sounds of clapping, cheering and people talking. This song is a cheerful Country Pop/Bluegrass song.",7,False,True
182,0_XItMAYkwc,30,40,"/m/03_d0,/m/04rlf","['rock/pop', 'e-guitars', 'e-bass', 'acoustic drums', 'male voices singing', 'higher register', 'uptempo']",This song contains a simple acoustic drum groove with a cowbell sound. Two e-guitars and an e-bass are all playing the same melody spread across the speakers. Another e-guitar is strumming dissonant chords in the background panned to the left side of the speakers. Male voices are singing in a higher key. This song may be playing while cooking with joy.,6,False,True
185,0a91szM1Ivw,30,40,"/m/015vgc,/m/02p0sh1,/m/04rlf","['low quality', 'distorted passionate female vocal', 'noisy', 'live performance', 'traditional', 'emotional', 'subtle sitar melody', 'folk']","The low quality recording features a live performance of traditional folk song and it consists of distorted, passionate female vocal singing over subtle sitar melody. The recording is noisy and it sounds emotional and passionate.",4,False,True
186,0abzD7hBTRk,30,40,"/m/02cz_7,/m/04rlf","['vocalisation', 'medium fast tempo', 'male vocalist', 'punchy', 'boomy', 'buoyant', 'rap', 'dance groove', 'vocal percussionist', 'youthful', 'rhythmic', 'skilled', 'engaging', 'beat boxing', 'turn table imitation', 'vigorous', 'youthful', 'vocal percussion', 'vocal turntablism', 'mouth and throat coordinated sounds', 'dj', 'hip-hop-rap', 'digital drum imitation']","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, rhythmic, youthful and engaging.",7,False,True
187,0bP2MH3LqvI,30,40,"/m/02l6bg,/m/04rlf","['piano music', 'no percussion', 'propeller sound', 'male narrative voice at the end', 'moderate tempo']",This song features a piano melody being played. It is played on an ascending scale. The sound of a plane propeller is played on top of this music. At the end; a male voice is heard in a narrating tone. There are no other instruments in this song and no vocal melody is sung in this clip. This music can be played in a classic silent movie.,0,False,True
188,0bRUkLsttto,30,40,"/m/04rlf,/t/dd00035","['hip-hop', 'male vocals', 'rapping', 'repeated theme', 'keyboard', 'synth bass', 'electronic drums', 'simple', 'groovy', 'dance', 'loud']",This is a hip-hop piece. There is a male vocal rapping at the forefront while other male vocals can be heard singing ad-libs. A repeated theme is being played by a keyboard. A synth bass with low-to-mid characteristics can be heard playing in the background. The rhythmic background consists of a hard-hitting electronic drum beat. The atmosphere is groovy. This piece could be played at nightclubs. It would also suit well with a sports venue setting.,9,False,True
189,0bvPjMQ_WbE,30,40,"/m/04rlf,/m/0l156b","['low quality', 'live performance', 'loud steel pans melody', 'playback instrumental', 'shimmering hi hats', 'open hats', '4 on the floor kick', 'energetic', 'crowd talking', 'exotic']","The low quality recording features a live performance of loud steel pans melody over playback instrumental that consists of shimmering hi hats, open hats and ""4 on the floor"" kick pattern. There are some crowd talking noises in the background. It sounds exotic and energetic.",4,False,True
